,File_path,Emotion
85,../Dataset/english_words_sentences/10_M_nonNative/train/1002_DFA_HAP_XX.wav,happy
86,../Dataset/english_words_sentences/10_M_nonNative/train/1002_DFA_NEU_XX.wav,neutral
87,../Dataset/english_words_sentences/10_M_nonNative/train/1002_DFA_SAD_XX.wav,sad
88,../Dataset/english_words_sentences/10_M_nonNative/train/1002_IEO_ANG_HI.wav,angry
89,../Dataset/english_words_sentences/10_M_nonNative/train/1002_IEO_ANG_LO.wav,angry
90,../Dataset/english_words_sentences/10_M_nonNative/train/1002_IEO_ANG_MD.wav,angry
91,../Dataset/english_words_sentences/10_M_nonNative/train/1002_IEO_DIS_HI.wav,disgust
92,../Dataset/english_words_sentences/10_M_nonNative/train/1002_IEO_DIS_LO.wav,disgust
93,../Dataset/english_words_sentences/10_M_nonNative/train/1002_IEO_DIS_MD.wav,disgust
94,../Dataset/english_words_sentences/10_M_nonNative/train/1002_IEO_FEA_HI.wav,fear
95,../Dataset/english_words_sentences/10_M_nonNative/train/1002_IEO_FEA_LO.wav,fear
96,../Dataset/english_words_sentences/10_M_nonNative/train/1002_IEO_FEA_MD.wav,fear
97,../Dataset/english_words_sentences/10_M_nonNative/train/1002_IEO_HAP_HI.wav,happy
98,../Dataset/english_words_sentences/10_M_nonNative/train/1002_IEO_HAP_LO.wav,happy
99,../Dataset/english_words_sentences/10_M_nonNative/train/1002_IEO_HAP_MD.wav,happy
100,../Dataset/english_words_sentences/10_M_nonNative/train/1002_IEO_NEU_XX.wav,neutral
101,../Dataset/english_words_sentences/10_M_nonNative/train/1002_IEO_SAD_HI.wav,sad
102,../Dataset/english_words_sentences/10_M_nonNative/train/1002_IEO_SAD_LO.wav,sad
103,../Dataset/english_words_sentences/10_M_nonNative/train/1002_IEO_SAD_MD.wav,sad
104,../Dataset/english_words_sentences/10_M_nonNative/train/1002_IOM_ANG_XX.wav,angry
105,../Dataset/english_words_sentences/10_M_nonNative/train/1002_IOM_DIS_XX.wav,disgust
106,../Dataset/english_words_sentences/10_M_nonNative/train/1002_IOM_FEA_XX.wav,fear
107,../Dataset/english_words_sentences/10_M_nonNative/train/1002_IOM_HAP_XX.wav,happy
108,../Dataset/english_words_sentences/10_M_nonNative/train/1002_IOM_NEU_XX.wav,neutral
109,../Dataset/english_words_sentences/10_M_nonNative/train/1002_IOM_SAD_XX.wav,sad
110,../Dataset/english_words_sentences/10_M_nonNative/train/1002_ITH_ANG_XX.wav,angry
111,../Dataset/english_words_sentences/10_M_nonNative/train/1002_ITH_DIS_XX.wav,disgust
112,../Dataset/english_words_sentences/10_M_nonNative/train/1002_ITH_FEA_XX.wav,fear
113,../Dataset/english_words_sentences/10_M_nonNative/train/1002_ITH_HAP_XX.wav,happy
114,../Dataset/english_words_sentences/10_M_nonNative/train/1002_ITH_NEU_XX.wav,neutral
115,../Dataset/english_words_sentences/10_M_nonNative/train/1002_ITH_SAD_XX.wav,sad
116,../Dataset/english_words_sentences/10_M_nonNative/train/1002_ITS_ANG_XX.wav,angry
117,../Dataset/english_words_sentences/10_M_nonNative/train/1002_ITS_DIS_XX.wav,disgust
118,../Dataset/english_words_sentences/10_M_nonNative/train/1002_ITS_FEA_XX.wav,fear
119,../Dataset/english_words_sentences/10_M_nonNative/train/1002_ITS_HAP_XX.wav,happy
120,../Dataset/english_words_sentences/10_M_nonNative/train/1002_ITS_NEU_XX.wav,neutral
121,../Dataset/english_words_sentences/10_M_nonNative/train/1002_ITS_SAD_XX.wav,sad
122,../Dataset/english_words_sentences/10_M_nonNative/train/1002_IWL_ANG_XX.wav,angry
123,../Dataset/english_words_sentences/10_M_nonNative/train/1002_IWL_DIS_XX.wav,disgust
124,../Dataset/english_words_sentences/10_M_nonNative/train/1002_IWL_FEA_XX.wav,fear
125,../Dataset/english_words_sentences/10_M_nonNative/train/1002_IWL_HAP_XX.wav,happy
126,../Dataset/english_words_sentences/10_M_nonNative/train/1002_IWL_NEU_XX.wav,neutral
127,../Dataset/english_words_sentences/10_M_nonNative/train/1002_IWL_SAD_XX.wav,sad
128,../Dataset/english_words_sentences/10_M_nonNative/train/1002_IWW_ANG_XX.wav,angry
129,../Dataset/english_words_sentences/10_M_nonNative/train/1002_IWW_DIS_XX.wav,disgust
130,../Dataset/english_words_sentences/10_M_nonNative/train/1002_IWW_FEA_XX.wav,fear
131,../Dataset/english_words_sentences/10_M_nonNative/train/1002_IWW_HAP_XX.wav,happy
132,../Dataset/english_words_sentences/10_M_nonNative/train/1002_IWW_NEU_XX.wav,neutral
133,../Dataset/english_words_sentences/10_M_nonNative/train/1002_IWW_SAD_XX.wav,sad
134,../Dataset/english_words_sentences/10_M_nonNative/train/1002_MTI_ANG_XX.wav,angry
135,../Dataset/english_words_sentences/10_M_nonNative/train/1002_MTI_DIS_XX.wav,disgust
136,../Dataset/english_words_sentences/10_M_nonNative/train/1002_MTI_FEA_XX.wav,fear
137,../Dataset/english_words_sentences/10_M_nonNative/train/1002_MTI_HAP_XX.wav,happy
138,../Dataset/english_words_sentences/10_M_nonNative/train/1002_MTI_NEU_XX.wav,neutral
139,../Dataset/english_words_sentences/10_M_nonNative/train/1002_MTI_SAD_XX.wav,sad
140,../Dataset/english_words_sentences/10_M_nonNative/train/1002_TAI_ANG_XX.wav,angry
141,../Dataset/english_words_sentences/10_M_nonNative/train/1002_TAI_DIS_XX.wav,disgust
142,../Dataset/english_words_sentences/10_M_nonNative/train/1002_TAI_FEA_XX.wav,fear
143,../Dataset/english_words_sentences/10_M_nonNative/train/1002_TAI_HAP_XX.wav,happy
144,../Dataset/english_words_sentences/10_M_nonNative/train/1002_TAI_NEU_XX.wav,neutral
145,../Dataset/english_words_sentences/10_M_nonNative/train/1002_TAI_SAD_XX.wav,sad
146,../Dataset/english_words_sentences/10_M_nonNative/train/1002_TIE_ANG_XX.wav,angry
147,../Dataset/english_words_sentences/10_M_nonNative/train/1002_TIE_DIS_XX.wav,disgust
148,../Dataset/english_words_sentences/10_M_nonNative/train/1002_TIE_FEA_XX.wav,fear
149,../Dataset/english_words_sentences/10_M_nonNative/train/1002_TIE_HAP_XX.wav,happy
150,../Dataset/english_words_sentences/10_M_nonNative/train/1002_TIE_SAD_XX.wav,sad
151,../Dataset/english_words_sentences/10_M_nonNative/train/1002_TSI_ANG_XX.wav,angry
152,../Dataset/english_words_sentences/10_M_nonNative/train/1002_TSI_DIS_XX.wav,disgust
153,../Dataset/english_words_sentences/10_M_nonNative/train/1002_TSI_FEA_XX.wav,fear
154,../Dataset/english_words_sentences/10_M_nonNative/train/1002_TSI_HAP_XX.wav,happy
155,../Dataset/english_words_sentences/10_M_nonNative/train/1002_TSI_NEU_XX.wav,neutral
156,../Dataset/english_words_sentences/10_M_nonNative/train/1002_TSI_SAD_XX.wav,sad
157,../Dataset/english_words_sentences/10_M_nonNative/train/1002_WSI_ANG_XX.wav,angry
158,../Dataset/english_words_sentences/10_M_nonNative/train/1002_WSI_DIS_XX.wav,disgust
159,../Dataset/english_words_sentences/10_M_nonNative/train/1002_WSI_FEA_XX.wav,fear
160,../Dataset/english_words_sentences/10_M_nonNative/train/1002_WSI_HAP_XX.wav,happy
161,../Dataset/english_words_sentences/10_M_nonNative/train/1002_WSI_NEU_XX.wav,neutral
162,../Dataset/english_words_sentences/10_M_nonNative/train/1002_WSI_SAD_XX.wav,sad
163,../Dataset/english_words_sentences/10_M_nonNative/train/1003_DFA_ANG_XX.wav,angry
164,../Dataset/english_words_sentences/10_M_nonNative/train/1003_DFA_DIS_XX.wav,disgust
165,../Dataset/english_words_sentences/10_M_nonNative/train/1003_DFA_FEA_XX.wav,fear
166,../Dataset/english_words_sentences/10_M_nonNative/train/1003_DFA_HAP_XX.wav,happy
167,../Dataset/english_words_sentences/10_M_nonNative/train/1003_DFA_NEU_XX.wav,neutral
168,../Dataset/english_words_sentences/10_M_nonNative/train/1003_DFA_SAD_XX.wav,sad
169,../Dataset/english_words_sentences/10_M_nonNative/train/1003_IEO_ANG_HI.wav,angry
170,../Dataset/english_words_sentences/10_M_nonNative/train/1003_IEO_ANG_LO.wav,angry
171,../Dataset/english_words_sentences/10_M_nonNative/train/1003_IEO_ANG_MD.wav,angry
172,../Dataset/english_words_sentences/10_M_nonNative/train/1003_IEO_DIS_HI.wav,disgust
173,../Dataset/english_words_sentences/10_M_nonNative/train/1003_IEO_DIS_LO.wav,disgust
174,../Dataset/english_words_sentences/10_M_nonNative/train/1003_IEO_DIS_MD.wav,disgust
175,../Dataset/english_words_sentences/10_M_nonNative/train/1003_IEO_FEA_HI.wav,fear
176,../Dataset/english_words_sentences/10_M_nonNative/train/1003_IEO_FEA_LO.wav,fear
177,../Dataset/english_words_sentences/10_M_nonNative/train/1003_IEO_FEA_MD.wav,fear
178,../Dataset/english_words_sentences/10_M_nonNative/train/1003_IEO_HAP_HI.wav,happy
179,../Dataset/english_words_sentences/10_M_nonNative/train/1003_IEO_HAP_LO.wav,happy
180,../Dataset/english_words_sentences/10_M_nonNative/train/1003_IEO_HAP_MD.wav,happy
181,../Dataset/english_words_sentences/10_M_nonNative/train/1003_IEO_NEU_XX.wav,neutral
182,../Dataset/english_words_sentences/10_M_nonNative/train/1003_IEO_SAD_HI.wav,sad
183,../Dataset/english_words_sentences/10_M_nonNative/train/1003_IEO_SAD_LO.wav,sad
184,../Dataset/english_words_sentences/10_M_nonNative/train/1003_IEO_SAD_MD.wav,sad
185,../Dataset/english_words_sentences/10_M_nonNative/train/1003_IOM_ANG_XX.wav,angry
186,../Dataset/english_words_sentences/10_M_nonNative/train/1003_IOM_DIS_XX.wav,disgust
187,../Dataset/english_words_sentences/10_M_nonNative/train/1003_IOM_FEA_XX.wav,fear
188,../Dataset/english_words_sentences/10_M_nonNative/train/1003_IOM_HAP_XX.wav,happy
189,../Dataset/english_words_sentences/10_M_nonNative/train/1003_IOM_NEU_XX.wav,neutral
190,../Dataset/english_words_sentences/10_M_nonNative/train/1003_IOM_SAD_XX.wav,sad
191,../Dataset/english_words_sentences/10_M_nonNative/train/1003_ITH_ANG_XX.wav,angry
192,../Dataset/english_words_sentences/10_M_nonNative/train/1003_ITH_DIS_XX.wav,disgust
193,../Dataset/english_words_sentences/10_M_nonNative/train/1003_ITH_FEA_XX.wav,fear
194,../Dataset/english_words_sentences/10_M_nonNative/train/1003_ITH_HAP_XX.wav,happy
195,../Dataset/english_words_sentences/10_M_nonNative/train/1003_ITH_NEU_XX.wav,neutral
196,../Dataset/english_words_sentences/10_M_nonNative/train/1003_ITH_SAD_XX.wav,sad
197,../Dataset/english_words_sentences/10_M_nonNative/train/1003_ITS_ANG_XX.wav,angry
198,../Dataset/english_words_sentences/10_M_nonNative/train/1003_ITS_DIS_XX.wav,disgust
199,../Dataset/english_words_sentences/10_M_nonNative/train/1003_ITS_FEA_XX.wav,fear
200,../Dataset/english_words_sentences/10_M_nonNative/train/1003_ITS_HAP_XX.wav,happy
201,../Dataset/english_words_sentences/10_M_nonNative/train/1003_ITS_NEU_XX.wav,neutral
202,../Dataset/english_words_sentences/10_M_nonNative/train/1003_ITS_SAD_XX.wav,sad
203,../Dataset/english_words_sentences/10_M_nonNative/train/1003_IWL_ANG_XX.wav,angry
204,../Dataset/english_words_sentences/10_M_nonNative/train/1003_IWL_DIS_XX.wav,disgust
205,../Dataset/english_words_sentences/10_M_nonNative/train/1003_IWL_FEA_XX.wav,fear
206,../Dataset/english_words_sentences/10_M_nonNative/train/1003_IWL_HAP_XX.wav,happy
207,../Dataset/english_words_sentences/10_M_nonNative/train/1003_IWL_NEU_XX.wav,neutral
208,../Dataset/english_words_sentences/10_M_nonNative/train/1003_IWL_SAD_XX.wav,sad
209,../Dataset/english_words_sentences/10_M_nonNative/train/1003_IWW_ANG_XX.wav,angry
210,../Dataset/english_words_sentences/10_M_nonNative/train/1003_IWW_DIS_XX.wav,disgust
211,../Dataset/english_words_sentences/10_M_nonNative/train/1003_IWW_FEA_XX.wav,fear
212,../Dataset/english_words_sentences/10_M_nonNative/train/1003_IWW_HAP_XX.wav,happy
213,../Dataset/english_words_sentences/10_M_nonNative/train/1003_IWW_NEU_XX.wav,neutral
214,../Dataset/english_words_sentences/10_M_nonNative/train/1003_IWW_SAD_XX.wav,sad
215,../Dataset/english_words_sentences/10_M_nonNative/train/1003_MTI_ANG_XX.wav,angry
216,../Dataset/english_words_sentences/10_M_nonNative/train/1003_MTI_DIS_XX.wav,disgust
217,../Dataset/english_words_sentences/10_M_nonNative/train/1003_MTI_FEA_XX.wav,fear
218,../Dataset/english_words_sentences/10_M_nonNative/train/1003_MTI_HAP_XX.wav,happy
219,../Dataset/english_words_sentences/10_M_nonNative/train/1003_MTI_NEU_XX.wav,neutral
220,../Dataset/english_words_sentences/10_M_nonNative/train/1003_MTI_SAD_XX.wav,sad
221,../Dataset/english_words_sentences/10_M_nonNative/train/1003_TAI_ANG_XX.wav,angry
222,../Dataset/english_words_sentences/10_M_nonNative/train/1003_TAI_DIS_XX.wav,disgust
223,../Dataset/english_words_sentences/10_M_nonNative/train/1003_TAI_FEA_XX.wav,fear
224,../Dataset/english_words_sentences/10_M_nonNative/train/1003_TAI_HAP_XX.wav,happy
225,../Dataset/english_words_sentences/10_M_nonNative/train/1003_TAI_NEU_XX.wav,neutral
226,../Dataset/english_words_sentences/10_M_nonNative/train/1003_TAI_SAD_XX.wav,sad
227,../Dataset/english_words_sentences/10_M_nonNative/train/1003_TIE_ANG_XX.wav,angry
228,../Dataset/english_words_sentences/10_M_nonNative/train/1003_TIE_DIS_XX.wav,disgust
229,../Dataset/english_words_sentences/10_M_nonNative/train/1003_TIE_FEA_XX.wav,fear
230,../Dataset/english_words_sentences/10_M_nonNative/train/1003_TIE_HAP_XX.wav,happy
231,../Dataset/english_words_sentences/10_M_nonNative/train/1003_TIE_NEU_XX.wav,neutral
232,../Dataset/english_words_sentences/10_M_nonNative/train/1003_TIE_SAD_XX.wav,sad
233,../Dataset/english_words_sentences/10_M_nonNative/train/1003_TSI_ANG_XX.wav,angry
234,../Dataset/english_words_sentences/10_M_nonNative/train/1003_TSI_DIS_XX.wav,disgust
235,../Dataset/english_words_sentences/10_M_nonNative/train/1003_TSI_FEA_XX.wav,fear
236,../Dataset/english_words_sentences/10_M_nonNative/train/1003_TSI_HAP_XX.wav,happy
237,../Dataset/english_words_sentences/10_M_nonNative/train/1003_TSI_NEU_XX.wav,neutral
238,../Dataset/english_words_sentences/10_M_nonNative/train/1003_TSI_SAD_XX.wav,sad
239,../Dataset/english_words_sentences/10_M_nonNative/train/1003_WSI_ANG_XX.wav,angry
240,../Dataset/english_words_sentences/10_M_nonNative/train/1003_WSI_DIS_XX.wav,disgust
241,../Dataset/english_words_sentences/10_M_nonNative/train/1003_WSI_FEA_XX.wav,fear
242,../Dataset/english_words_sentences/10_M_nonNative/train/1003_WSI_HAP_XX.wav,happy
243,../Dataset/english_words_sentences/10_M_nonNative/train/1003_WSI_NEU_XX.wav,neutral
244,../Dataset/english_words_sentences/10_M_nonNative/train/1003_WSI_SAD_XX.wav,sad
245,../Dataset/english_words_sentences/10_M_nonNative/train/1004_DFA_ANG_XX.wav,angry
246,../Dataset/english_words_sentences/10_M_nonNative/train/1004_DFA_DIS_XX.wav,disgust
247,../Dataset/english_words_sentences/10_M_nonNative/train/1004_DFA_FEA_XX.wav,fear
248,../Dataset/english_words_sentences/10_M_nonNative/train/1004_DFA_HAP_XX.wav,happy
249,../Dataset/english_words_sentences/10_M_nonNative/train/1004_DFA_NEU_XX.wav,neutral
250,../Dataset/english_words_sentences/10_M_nonNative/train/1004_DFA_SAD_XX.wav,sad
251,../Dataset/english_words_sentences/10_M_nonNative/train/1004_IEO_ANG_HI.wav,angry
252,../Dataset/english_words_sentences/10_M_nonNative/train/1004_IEO_ANG_LO.wav,angry
253,../Dataset/english_words_sentences/10_M_nonNative/train/1004_IEO_ANG_MD.wav,angry
254,../Dataset/english_words_sentences/10_M_nonNative/train/1004_IEO_DIS_HI.wav,disgust
255,../Dataset/english_words_sentences/10_M_nonNative/train/1004_IEO_DIS_LO.wav,disgust
256,../Dataset/english_words_sentences/10_M_nonNative/train/1004_IEO_DIS_MD.wav,disgust
257,../Dataset/english_words_sentences/10_M_nonNative/train/1004_IEO_FEA_HI.wav,fear
258,../Dataset/english_words_sentences/10_M_nonNative/train/1004_IEO_FEA_LO.wav,fear
259,../Dataset/english_words_sentences/10_M_nonNative/train/1004_IEO_FEA_MD.wav,fear
260,../Dataset/english_words_sentences/10_M_nonNative/train/1004_IEO_HAP_HI.wav,happy
261,../Dataset/english_words_sentences/10_M_nonNative/train/1004_IEO_HAP_LO.wav,happy
262,../Dataset/english_words_sentences/10_M_nonNative/train/1004_IEO_HAP_MD.wav,happy
263,../Dataset/english_words_sentences/10_M_nonNative/train/1004_IEO_NEU_XX.wav,neutral
264,../Dataset/english_words_sentences/10_M_nonNative/train/1004_IEO_SAD_HI.wav,sad
265,../Dataset/english_words_sentences/10_M_nonNative/train/1004_IEO_SAD_LO.wav,sad
266,../Dataset/english_words_sentences/10_M_nonNative/train/1004_IEO_SAD_MD.wav,sad
267,../Dataset/english_words_sentences/10_M_nonNative/train/1004_IOM_ANG_XX.wav,angry
268,../Dataset/english_words_sentences/10_M_nonNative/train/1004_IOM_DIS_XX.wav,disgust
269,../Dataset/english_words_sentences/10_M_nonNative/train/1004_IOM_FEA_XX.wav,fear
270,../Dataset/english_words_sentences/10_M_nonNative/train/1004_IOM_HAP_XX.wav,happy
271,../Dataset/english_words_sentences/10_M_nonNative/train/1004_IOM_NEU_XX.wav,neutral
272,../Dataset/english_words_sentences/10_M_nonNative/train/1004_IOM_SAD_XX.wav,sad
273,../Dataset/english_words_sentences/10_M_nonNative/train/1004_ITH_ANG_XX.wav,angry
274,../Dataset/english_words_sentences/10_M_nonNative/train/1004_ITH_DIS_XX.wav,disgust
275,../Dataset/english_words_sentences/10_M_nonNative/train/1004_ITH_FEA_XX.wav,fear
276,../Dataset/english_words_sentences/10_M_nonNative/train/1004_ITH_HAP_XX.wav,happy
277,../Dataset/english_words_sentences/10_M_nonNative/train/1004_ITH_NEU_XX.wav,neutral
278,../Dataset/english_words_sentences/10_M_nonNative/train/1004_ITH_SAD_XX.wav,sad
279,../Dataset/english_words_sentences/10_M_nonNative/train/1004_ITS_ANG_XX.wav,angry
280,../Dataset/english_words_sentences/10_M_nonNative/train/1004_ITS_DIS_XX.wav,disgust
281,../Dataset/english_words_sentences/10_M_nonNative/train/1004_ITS_FEA_XX.wav,fear
282,../Dataset/english_words_sentences/10_M_nonNative/train/1004_ITS_HAP_XX.wav,happy
283,../Dataset/english_words_sentences/10_M_nonNative/train/1004_ITS_NEU_XX.wav,neutral
284,../Dataset/english_words_sentences/10_M_nonNative/train/1004_ITS_SAD_XX.wav,sad
285,../Dataset/english_words_sentences/10_M_nonNative/train/1004_IWL_ANG_XX.wav,angry
286,../Dataset/english_words_sentences/10_M_nonNative/train/1004_IWL_DIS_XX.wav,disgust
287,../Dataset/english_words_sentences/10_M_nonNative/train/1004_IWL_FEA_XX.wav,fear
288,../Dataset/english_words_sentences/10_M_nonNative/train/1004_IWL_HAP_XX.wav,happy
289,../Dataset/english_words_sentences/10_M_nonNative/train/1004_IWL_NEU_XX.wav,neutral
290,../Dataset/english_words_sentences/10_M_nonNative/train/1004_IWL_SAD_XX.wav,sad
291,../Dataset/english_words_sentences/10_M_nonNative/train/1004_IWW_ANG_XX.wav,angry
292,../Dataset/english_words_sentences/10_M_nonNative/train/1004_IWW_DIS_XX.wav,disgust
293,../Dataset/english_words_sentences/10_M_nonNative/train/1004_IWW_FEA_XX.wav,fear
294,../Dataset/english_words_sentences/10_M_nonNative/train/1004_IWW_HAP_XX.wav,happy
